trip_id,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,rate_code_name,PU_Borough,PU_zone,DO_Borough,DO_zone,payment_type_name,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
41601,1,2023-02-01T14:08:04,2023-02-01T14:09:58,1,0.1,Standard rate,Manhattan,Sutton Place/Turtle Bay North,Manhattan,Sutton Place/Turtle Bay North,Credit card,0,0,0,0,0,0,0
83344,1,2023-02-01T20:11:00,2023-02-01T20:12:13,1,0,JFK,Queens,JFK Airport,Queens,JFK Airport,Dispute,0,0,0,0,0,0,0
109253,1,2023-02-02T06:45:31,2023-02-02T06:45:53,1,0,Standard rate,Manhattan,Lower East Side,Manhattan,Lower East Side,Dispute,0,0,0,0,0,0,0
60423,2,2023-02-01T16:53:34,2023-02-01T16:54:13,1,0,Standard rate,Queens,Queensbridge/Ravenswood,Queens,Astoria,Credit card,0,0,0,0,0,0,0
57885,1,2023-02-01T16:06:43,2023-02-01T16:19:43,1,1.9,,Brooklyn,Downtown Brooklyn/MetroTech,Manhattan,TriBeCa/Civic Center,Credit card,0,0,0,0,0,0,0
9036,1,2023-02-01T08:20:36,2023-02-01T08:20:36,6,0,,Queens,Long Island City/Hunters Point,Unknown,NV,Cash,0,0,0,0,0,0,0
53920,2,2023-02-01T15:29:07,2023-02-01T15:29:35,1,0,Standard rate,Queens,Queensbridge/Ravenswood,Queens,Queensbridge/Ravenswood,Credit card,0,0,0,0,0,0,0
75603,2,2023-02-01T18:42:55,2023-02-01T18:43:10,1,0,Standard rate,Unknown,NV,Unknown,NV,Credit card,0,0,0,0,0,0,0
35682,1,2023-02-01T12:15:32,2023-02-01T12:18:16,1,0,Standard rate,Queens,Long Island City/Hunters Point,Queens,Long Island City/Hunters Point,Dispute,0,0,0,0,0,0,0
101077,1,2023-02-01T22:30:53,2023-02-01T22:30:53,3,1.3,Standard rate,Manhattan,Midtown North,Manhattan,Midtown North,Dispute,0,0,0,0,0,0,0
106759,1,2023-02-02T01:09:42,2023-02-02T01:28:31,1,2.8,,Bronx,West Concourse,Manhattan,Randalls Island,Credit card,0,0,0,0,0,0,0
19355,1,2023-02-01T10:36:23,2023-02-01T10:36:52,1,0,Standard rate,Queens,Long Island City/Hunters Point,Queens,Long Island City/Hunters Point,Credit card,0,0,0,0,0,0,0
5575,1,2023-02-01T07:00:56,2023-02-01T07:01:21,1,0,Standard rate,Manhattan,Gramercy,Manhattan,Gramercy,Dispute,0,0,0,0,0,0,0
60446,1,2023-02-01T17:53:17,2023-02-01T17:56:35,1,0.4,Standard rate,Manhattan,Lenox Hill West,Manhattan,Lenox Hill East,Dispute,0,0,0,0,0,0,0
67164,1,2023-02-01T17:40:13,2023-02-01T17:44:01,1,0,Standard rate,Manhattan,Times Sq/Theatre District,Manhattan,Times Sq/Theatre District,Credit card,0,0,0,0,0,0,0
53921,2,2023-02-01T15:48:28,2023-02-01T15:48:34,1,0,Standard rate,Unknown,NV,Unknown,NV,Cash,0,0,0,0,0,0,0
2729,1,2023-02-01T04:17:22,2023-02-01T04:17:22,1,0,Negotiated fare,Manhattan,Lower East Side,Unknown,NV,Cash,0,0,0,0,0,0,0
26564,1,2023-02-01T11:56:15,2023-02-01T11:56:47,1,0,Negotiated fare,Manhattan,Union Sq,Manhattan,Union Sq,No charge,1,0,0,0,0,1,2
13899,2,2023-02-01T08:57:43,2023-02-01T08:58:26,1,0,Negotiated fare,Unknown,,Unknown,,Cash,1,0,0,0,0,1,2
107237,2,2023-02-02T01:16:11,2023-02-02T01:34:43,1,8.9,Negotiated fare,Manhattan,Lenox Hill West,Unknown,,Cash,0,0,0,0,0,1,3.5
107236,2,2023-02-02T01:16:11,2023-02-02T01:34:43,1,8.9,Negotiated fare,Manhattan,Lenox Hill West,Unknown,,Cash,0,0,0,0,0,-1,-3.5
91211,2,2023-02-01T21:37:48,2023-02-01T21:51:51,1,2.84,Standard rate,Manhattan,Flatiron,Manhattan,Battery Park City,Cash,0,0,0.5,0,0,1,4
1798,2,2023-02-01T01:17:29,2023-02-01T01:24:42,1,1.95,Standard rate,Manhattan,West Village,Manhattan,Battery Park City,Cash,0,0,0.5,0,0,1,4
11182,2,2023-02-01T08:02:45,2023-02-01T08:28:06,1,2.3,Standard rate,Manhattan,Garment District,Manhattan,Kips Bay,Cash,0,0,0.5,0,0,1,4
45609,2,2023-02-01T14:56:26,2023-02-01T14:56:44,1,0.04,JFK,Manhattan,Midtown Center,Manhattan,Midtown Center,Cash,0,0,0.5,0,0,1,4
110461,2,2023-02-02T06:48:23,2023-02-02T07:00:57,1,3.7,Standard rate,Manhattan,Lower East Side,Manhattan,Lenox Hill West,Cash,0,0,0.5,0,0,1,4
35794,2,2023-02-01T13:32:40,2023-02-01T14:02:33,1,2.38,JFK,Queens,Sunnyside,Manhattan,Lenox Hill West,Cash,0,0,0.5,0,0,1,4
45608,2,2023-02-01T14:56:26,2023-02-01T14:56:44,1,0.04,JFK,Manhattan,Midtown Center,Manhattan,Midtown Center,Cash,0,0,-0.5,0,0,-1,-4
110460,2,2023-02-02T06:48:23,2023-02-02T07:00:57,1,3.7,Standard rate,Manhattan,Lower East Side,Manhattan,Lenox Hill West,Cash,0,0,-0.5,0,0,-1,-4
11181,2,2023-02-01T08:02:45,2023-02-01T08:28:06,1,2.3,Standard rate,Manhattan,Garment District,Manhattan,Kips Bay,Cash,0,0,-0.5,0,0,-1,-4
1797,2,2023-02-01T01:17:29,2023-02-01T01:24:42,1,1.95,Standard rate,Manhattan,West Village,Manhattan,Battery Park City,Cash,0,0,-0.5,0,0,-1,-4
35793,2,2023-02-01T13:32:40,2023-02-01T14:02:33,1,2.38,JFK,Queens,Sunnyside,Manhattan,Lenox Hill West,Cash,0,0,-0.5,0,0,-1,-4
91210,2,2023-02-01T21:37:48,2023-02-01T21:51:51,1,2.84,Standard rate,Manhattan,Flatiron,Manhattan,Battery Park City,Cash,0,0,-0.5,0,0,-1,-4
18805,2,2023-02-01T09:06:52,2023-02-01T09:09:01,1,0,Standard rate,Manhattan,East Harlem South,Manhattan,East Harlem South,Cash,3,0,0.5,0,0,1,4.5
29768,2,2023-02-01T12:00:20,2023-02-01T12:02:06,1,0,Standard rate,Queens,JFK Airport,Queens,JFK Airport,Cash,3,0,0.5,0,0,1,4.5
35501,2,2023-02-01T12:09:44,2023-02-01T12:09:55,1,0,Standard rate,Queens,JFK Airport,Queens,JFK Airport,Cash,3,0,0.5,0,0,1,4.5
7648,2,2023-02-01T07:04:14,2023-02-01T07:04:22,1,0.08,Standard rate,Queens,Forest Park/Highland Park,Brooklyn,Cypress Hills,Cash,3,0,0.5,0,0,1,4.5
24680,1,2023-02-01T11:58:57,2023-02-01T11:59:12,1,0,Standard rate,Queens,Long Island City/Hunters Point,Queens,Long Island City/Hunters Point,Cash,3,0,0.5,0,0,1,4.5
24718,1,2023-02-01T11:17:02,2023-02-01T11:17:15,1,0,Standard rate,Queens,East Elmhurst,Queens,East Elmhurst,Dispute,3,0,0.5,0,0,1,4.5
44326,2,2023-02-01T14:43:58,2023-02-01T14:44:02,1,0.03,Standard rate,Staten Island,Charleston/Tottenville,Staten Island,Charleston/Tottenville,Cash,3,0,0.5,0,0,1,4.5
5140,2,2023-02-01T06:40:18,2023-02-01T09:55:00,1,0.01,Standard rate,Queens,JFK Airport,Queens,JFK Airport,Cash,3,0,0.5,0,0,1,4.5
35500,2,2023-02-01T12:04:22,2023-02-01T12:05:12,5,0,Standard rate,Queens,JFK Airport,Queens,JFK Airport,Cash,3,0,0.5,0,0,1,4.5
35856,1,2023-02-01T13:46:01,2023-02-01T13:46:06,1,0,Standard rate,Queens,JFK Airport,Queens,JFK Airport,No charge,3,0,0.5,0,0,1,4.5
19352,1,2023-02-01T10:34:09,2023-02-01T10:34:22,2,0,Standard rate,Queens,Long Island City/Hunters Point,Queens,Long Island City/Hunters Point,Cash,3,0,0.5,0,0,1,4.5
31155,1,2023-02-01T12:02:23,2023-02-01T12:02:36,1,0,Standard rate,Queens,Saint Michaels Cemetery/Woodside,Queens,Saint Michaels Cemetery/Woodside,Cash,3,0,0.5,0,0,1,4.5
8518,2,2023-02-01T07:31:29,2023-02-01T07:32:18,4,0,Standard rate,Queens,Sunnyside,Queens,Sunnyside,Cash,3,0,0.5,0,0,1,4.5
14110,1,2023-02-01T09:39:23,2023-02-01T09:39:25,0,0,Standard rate,Queens,Long Island City/Hunters Point,Queens,Long Island City/Hunters Point,Cash,3,0,0.5,0,0,1,4.5
3568,1,2023-02-01T06:16:19,2023-02-01T06:26:16,1,0,Standard rate,Queens,Long Island City/Hunters Point,Queens,Long Island City/Hunters Point,Cash,3,0,0.5,0,0,1,4.5
6750,2,2023-02-01T07:19:59,2023-02-01T07:20:31,1,0,Standard rate,Queens,Saint Michaels Cemetery/Woodside,Queens,Saint Michaels Cemetery/Woodside,Cash,3,0,0.5,0,0,1,4.5
52786,2,2023-02-01T15:07:03,2023-02-01T15:07:09,1,0,Standard rate,Queens,Queensbridge/Ravenswood,Queens,Queensbridge/Ravenswood,No charge,3,0,0.5,0,0,1,4.5
53570,2,2023-02-01T15:42:59,2023-02-01T15:43:25,1,0,Standard rate,Queens,East Elmhurst,Queens,East Elmhurst,Cash,3,0,0.5,0,0,1,4.5
35690,2,2023-02-01T13:05:25,2023-02-01T13:06:06,1,0,Standard rate,Manhattan,Manhattanville,Manhattan,Manhattanville,Cash,3,0,0.5,0,0,1,4.5
41420,1,2023-02-01T13:48:03,2023-02-01T13:48:43,1,0,Standard rate,Queens,South Ozone Park,Queens,South Ozone Park,No charge,3,0,0.5,0,0,1,4.5
5242,2,2023-02-01T07:47:49,2023-02-01T07:48:00,1,0,Standard rate,Queens,Queensbridge/Ravenswood,Queens,Queensbridge/Ravenswood,Cash,3,0,0.5,0,0,1,4.5
16432,2,2023-02-01T09:10:06,2023-02-01T09:10:23,1,0.01,Standard rate,Queens,East Elmhurst,Queens,East Elmhurst,Cash,3,0,0.5,0,0,1,4.5
33936,2,2023-02-01T12:23:18,2023-02-01T12:23:30,4,0,Standard rate,Queens,Queensbridge/Ravenswood,Queens,Queensbridge/Ravenswood,Credit card,3,0,0.5,0,0,1,4.5
41484,2,2023-02-01T14:52:01,2023-02-01T14:52:06,1,0,Standard rate,Queens,Queensbridge/Ravenswood,Queens,Queensbridge/Ravenswood,Cash,3,0,0.5,0,0,1,4.5
41486,2,2023-02-01T14:05:03,2023-02-01T14:05:24,1,0,Standard rate,Queens,Queensbridge/Ravenswood,Queens,Queensbridge/Ravenswood,No charge,3,0,0.5,0,0,1,4.5
29934,2,2023-02-01T12:31:45,2023-02-01T12:32:44,1,0,Standard rate,Queens,Saint Michaels Cemetery/Woodside,Queens,Saint Michaels Cemetery/Woodside,Cash,3,0,0.5,0,0,1,4.5
9041,2,2023-02-01T08:14:27,2023-02-01T08:14:33,1,0,Standard rate,Queens,Queensbridge/Ravenswood,Queens,Queensbridge/Ravenswood,Credit card,3,0,0.5,0,0,1,4.5
24684,2,2023-02-01T11:51:06,2023-02-01T11:51:22,1,0,Standard rate,Queens,Queensbridge/Ravenswood,Queens,Queensbridge/Ravenswood,Cash,3,0,0.5,0,0,1,4.5
29714,1,2023-02-01T11:49:49,2023-02-01T11:49:53,0,29.5,Standard rate,Queens,Long Island City/Hunters Point,Queens,Long Island City/Hunters Point,No charge,3,0,0.5,0,0,1,4.5
47524,2,2023-02-01T15:40:09,2023-02-01T15:40:18,1,0,Standard rate,Queens,Queensbridge/Ravenswood,Queens,Queensbridge/Ravenswood,No charge,3,0,0.5,0,0,1,4.5
35685,1,2023-02-01T13:00:57,2023-02-01T13:01:13,0,0,Standard rate,Queens,Long Island City/Hunters Point,Queens,Long Island City/Hunters Point,Cash,3,0,0.5,0,0,1,4.5
110905,1,2023-02-02T07:32:31,2023-02-02T07:32:36,0,0,Standard rate,Queens,Long Island City/Hunters Point,Queens,Long Island City/Hunters Point,Cash,3,0,0.5,0,0,1,4.5
112574,2,2023-02-02T07:07:10,2023-02-02T07:07:17,1,0,Standard rate,Brooklyn,Bensonhurst East,Brooklyn,Bensonhurst East,Credit card,3,0,0.5,0,0,1,4.5
35687,2,2023-02-01T13:59:28,2023-02-01T13:59:40,1,0,Standard rate,Queens,Queensbridge/Ravenswood,Queens,Queensbridge/Ravenswood,Credit card,3,0,0.5,0,0,1,4.5
41483,2,2023-02-01T14:35:56,2023-02-01T14:36:01,1,0,Standard rate,Queens,Queensbridge/Ravenswood,Queens,Astoria,Cash,3,0,0.5,0,0,1,4.5
12573,1,2023-02-01T08:46:49,2023-02-01T08:47:10,1,0,Standard rate,Manhattan,Central Harlem,Manhattan,Morningside Heights,Dispute,3,0,0.5,0,0,1,4.5
18081,2,2023-02-01T09:16:14,2023-02-01T09:16:55,1,0.02,Standard rate,Queens,East Elmhurst,Queens,LaGuardia Airport,Dispute,3,0,0.5,0,0,1,4.5
22762,2,2023-02-01T10:32:40,2023-02-01T10:32:53,1,0.14,Standard rate,Manhattan,Randalls Island,Manhattan,Randalls Island,Cash,3,0,0.5,0,0,1,4.5
41881,2,2023-02-01T14:43:59,2023-02-01T14:44:02,1,0,Standard rate,Bronx,Mott Haven/Port Morris,Bronx,Mott Haven/Port Morris,Cash,3,0,0.5,0,0,1,4.5
47526,2,2023-02-01T15:58:43,2023-02-01T15:58:51,1,0,Standard rate,Queens,Queensbridge/Ravenswood,Queens,Queensbridge/Ravenswood,No charge,3,0,0.5,0,0,1,4.5
53502,1,2023-02-01T15:14:20,2023-02-01T15:22:34,1,0,Standard rate,Queens,Steinway,Manhattan,East Harlem North,No charge,3,0,0.5,0,0,1,4.5
35149,2,2023-02-01T12:44:58,2023-02-01T12:45:06,1,0,Standard rate,Manhattan,Manhattanville,Manhattan,Manhattanville,Cash,3,0,0.5,0,0,1,4.5
14113,2,2023-02-01T09:27:05,2023-02-01T09:27:12,1,0,Standard rate,Queens,Queensbridge/Ravenswood,Queens,Queensbridge/Ravenswood,Credit card,3,0,0.5,0,0,1,4.5
